id_anagrafica,cod_fiscale,cod_partita_iva,fk_comune_residenza,de_indirizzo_residenza,flg_dic_presentata_prima_volta,flg_pf_mini,flg_grandi_contrib,fk_comune_nascita,dt_nascita,flg_sesso,cod_stato_civile,de_cognome,de_nome,de_numero_telefono,de_numero_fax,de_mail,fk_comune_fiscale
9800334,GLLLRA54S52B795K,,14660,Borgo Carducci 176,,0,0,14660,1954-11-12,F,C,Gallo,Laura,3289148124,,laura.gallo1@example.it,14660
9800335,BRBMTT66H14G297Y,,14089,Strada Manzoni 137,,0,0,14089,1966-06-14,M,C,Barbieri,Matteo,3512972424,,matteo.barbieri59@example.it,14089
9800336,RSSFRC88E43L856F,,14090,Corso Garibaldi 175,1,0,0,14090,1988-05-03,F,S,Rossi,Federica,3205695944,,federica.rossi38@example.it,14090
9800337,BNCLCU82C28C498M,,14149,Piazza Carducci 71,,0,0,14149,1982-03-28,M,C,Bianchi,Luca,3883901011,,luca.bianchi58@example.it,14149
9800338,BRBDVD63B07D136H,,1159,Viale Mazzini 177,,0,0,1159,1963-02-07,M,D,Barbieri,Davide,3921466941,,davide.barbieri10@example.it,1159
9800339,BRNNNA75E57I353I,,709,Viale Mazzini 137,,0,0,709,1975-05-17,F,S,Bruno,Anna,3651684488,,anna.bruno1@example.it,709
9800340,BNCMRC17A23L988V,,59781,Via Europa 46,,0,0,59781,2017-01-23,M,S,Bianchi,Marco,3586628134,,marco.bianchi12@example.it,59781
9800341,CNTMTN08A58A574A,,58438,Corso Cavour 72,,1,0,58438,2008-01-18,F,C,Conti,Martina,3749118213,,martina.conti60@example.it,58438
9800342,RZZPLA06B05H573Y,,58694,Piazza Cavour 168,,0,0,58694,2006-02-05,M,C,Rizzo,Paolo,3315412350,,paolo.rizzo79@example.it,58694
9800343,GRCLSN97C21G846U,,14150,Borgo Kennedy 151,1,0,0,14150,1997-03-21,M,S,Greco,Alessandro,3522283706,,alessandro.greco9@example.it,14150
9800344,CNTSFO86C65D654U,,14213,Viale Verdi 113,,0,0,14213,1986-03-25,F,S,Conti,Sofia,3725518419,,sofia.conti66@example.it,14213
9800345,SPSNCL97D02I275U,,14214,Viale Manzoni 156,,0,0,14214,1997-04-02,M,D,Esposito,Nicolo,3334404758,,nicolo.esposito27@example.it,14214
9800346,GRCGLI59B52A302Q,,14280,Strada Roma 32,,0,0,14280,1959-02-12,F,V,Greco,Giulia,3408474729,,giulia.greco30@example.it,14280
9800347,MRTSFN52M20A906A,,13573,Piazza Cavour 118,,0,0,13573,1952-08-20,M,N,Moretti,Stefano,3938943934,,stefano.moretti91@example.it,13573
9800348,GRCSFN48A16I850Y,,13704,Strada Roma 174,,0,0,13704,1948-01-16,M,S,Greco,Stefano,3968652363,,stefano.greco46@example.it,13704
9800349,FNTSFO04H67L407N,,13769,Borgo Mazzini 102,,0,0,13769,2004-06-27,F,C,Fontana,Sofia,3974792502,,sofia.fontana75@example.it,13769
9800350,MRTMRC22D22G169T,,12295,Borgo Manzoni 41,1,0,0,12295,1922-04-22,M,V,Moretti,Marco,3918590286,,marco.moretti76@example.it,12295
9800351,BNCCHR23P50F012M,,12296,Viale Manzoni 157,,0,0,12296,2023-09-10,F,S,Bianchi,Chiara,3204027507,,chiara.bianchi66@example.it,12296
9800352,BRNPLA20B03C743O,,12423,Corso Cavour 175,,1,0,12423,2020-02-03,M,C,Bruno,Paolo,3978595692,,paolo.bruno72@example.it,12423
9800353,CNTLCU90R18A001G,,12486,Via Kennedy 179,,0,0,12486,1990-10-18,M,S,Conti,Luca,3801999983,,luca.conti98@example.it,12486
9800354,FNTLRA26T41D750T,,7050,Viale Europa 168,,0,0,7050,1926-12-01,F,N,Fontana,Laura,3734699421,,laura.fontana57@example.it,7050
9800355,GRCPLA99S30A467G,,7111,Borgo Marconi 115,,0,0,7111,1999-11-30,M,S,Greco,Paolo,3382195131,,paolo.greco23@example.it,7111
9800356,FRRMRT06P66L805P,,7173,Piazza Mazzini 157,,0,0,7173,2006-09-26,F,V,Ferrari,Marta,3718483891,,marta.ferrari87@example.it,7173
9800357,SPSDVD62H04D741P,,7240,Strada Mazzini 72,1,0,0,7240,1962-06-04,M,D,Esposito,Davide,3844291398,,davide.esposito37@example.it,7240
9800358,BRBNCL17C06G923H,,7300,Piazza Europa 170,,0,0,7300,2017-03-06,M,V,Barbieri,Nicolo,3909637194,,nicolo.barbieri72@example.it,7300
9800359,SPSMRT40M62I105N,,7366,Corso Carducci 177,,0,0,7366,1940-08-22,F,N,Esposito,Marta,3673636646,,marta.esposito63@example.it,7366
9800360,FRRSFN92M04L934C,,7367,Borgo Kennedy 114,,0,0,7367,1992-08-04,M,N,Ferrari,Stefano,3482042486,,stefano.ferrari38@example.it,7367
9800361,BRBNNA43D59B432M,,7368,Borgo Pascoli 22,,0,0,7368,1943-04-19,F,V,Barbieri,Anna,3323822079,,anna.barbieri28@example.it,7368
9800362,CSTDVD10T24A059D,,6598,Strada Mazzini 12,,0,0,6598,2010-12-24,M,V,Costa,Davide,3711117381,,davide.costa8@example.it,6598
9800363,FRRDVD47H19H706O,,6665,Strada Manzoni 167,,1,0,6665,1947-06-19,M,V,Ferrari,Davide,3557871062,,davide.ferrari9@example.it,6665
9800364,RMNMTN13D47A377R,,6791,Viale Kennedy 174,1,0,0,6791,1513-04-07,F,D,Romano,Martina,3851795554,,martina.romano39@example.it,6791
9800365,LMBMTT53E21G534P,,6792,Viale Pascoli 122,,0,0,6792,1953-05-21,M,C,Lombardi,Matteo,3376094458,,matteo.lombardi92@example.it,6792
9800366,FRRCHR45R61C225X,,5254,Via Cavour 20,,0,0,5254,1945-10-21,F,N,Ferrari,Chiara,3593172979,,chiara.ferrari18@example.it,5254
9800367,BRBDVD77R31G229L,,5255,Strada Verdi 70,,0,0,5255,1977-10-31,M,C,Barbieri,Davide,3932727948,,davide.barbieri12@example.it,5255
9800368,CNTSFN80E24H540V,,6282,Borgo Marconi 148,,0,0,6282,1980-05-24,M,N,Conti,Stefano,3594235794,,stefano.conti45@example.it,6282
9800369,FRRMTN41P50D420R,,6344,Borgo Garibaldi 167,,0,0,6344,1941-09-10,F,N,Ferrari,Martina,3553008763,,martina.ferrari85@example.it,6344
9800370,GRCPLA58A10H238W,,6345,Strada Europa 150,,0,0,6345,1958-01-10,M,S,Greco,Paolo,3257168704,,paolo.greco66@example.it,6345
9800371,BRBSRA73S56E373F,,6405,Borgo Europa 77,1,0,0,6405,1973-11-16,F,N,Barbieri,Sara,3886594481,,sara.barbieri81@example.it,6405
9800372,RMNNCL57C08F095U,,6531,Corso Cavour 70,,0,0,6531,1957-03-08,M,N,Romano,Nicolo,3259990393,,nicolo.romano22@example.it,6531
9800373,GRCGRL52P09D193E,,5895,Via Dante 68,,0,0,5895,1952-09-09,M,N,Greco,Gabriele,3496808304,,gabriele.greco35@example.it,5895
9800374,MRTLNE52E58M163J,,5961,Corso Mazzini 142,,1,0,5961,1152-05-18,F,V,Moretti,Elena,3441254608,,elena.moretti21@example.it,5961
9800375,GRCGNN77B04C943M,,6022,Via Verdi 115,,0,0,6022,1977-02-04,M,N,Greco,Giovanni,3686738771,,giovanni.greco58@example.it,6022
9800376,FNTLRA88D43D776B,,8774,Piazza Marconi 88,,0,0,8774,1988-04-03,F,N,Fontana,Laura,3319503012,,laura.fontana4@example.it,8774
9800377,CSTMTT97D08H829P,,8841,Corso Europa 148,,0,0,8841,1997-04-08,M,D,Costa,Matteo,3415856964,,matteo.costa47@example.it,8841
9800378,BRNGNN20T03C119F,,8965,Piazza Pascoli 113,1,0,0,8965,2020-12-03,M,S,Bruno,Giovanni,3785215832,,giovanni.bruno6@example.it,8965
9800379,GLLLRA38A44F486A,,9225,Via Kennedy 42,,0,0,9225,1938-01-04,F,C,Gallo,Laura,3207035817,,laura.gallo20@example.it,9225
9800380,MRTSMN85E14C824P,,9286,Borgo Manzoni 70,,0,0,9286,1985-05-14,M,N,Moretti,Simone,3723832584,,simone.moretti71@example.it,9286
9800381,CSTLNE59D48L396A,,5579,Viale Manzoni 58,,0,0,5579,1959-04-08,F,D,Costa,Elena,3565424129,,elena.costa57@example.it,5579
9800382,GLLLSN93D08B564H,,5764,Borgo Verdi 145,,0,0,5764,1993-04-08,M,D,Gallo,Alessandro,3994045582,,alessandro.gallo92@example.it,5764
9800383,MRTNDR64R16F918M,,5192,Piazza Dante 158,,0,0,5192,1964-10-16,M,S,Moretti,Andrea,3799547582,,andrea.moretti98@example.it,5192
9800384,MRTVNT55P42E848M,,13001,Piazza Mazzini 135,,0,0,13001,1955-09-02,F,S,Moretti,Valentina,3645227002,,valentina.moretti56@example.it,13001
9800385,SPSGNN02R23L014T,,4878,Via Carducci 126,1,1,0,4878,2002-10-23,M,D,Esposito,Giovanni,3664669774,,giovanni.esposito21@example.it,4878
9800386,CSTLRA29D57B844I,,60037,Viale Dante 82,,0,0,60037,1929-04-17,F,V,Costa,Laura,3334808777,,laura.costa62@example.it,60037
9800387,FNTGNN34B16H214R,,59591,Strada Carducci 6,,0,0,59591,1934-02-16,M,S,Fontana,Giovanni,3302323027,,giovanni.fontana52@example.it,59591
9800388,RMNNDR47R12L085V,,6406,Piazza Garibaldi 165,,0,0,6406,1947-10-12,M,N,Romano,Andrea,3326124230,,andrea.romano79@example.it,6406
9800389,GLLMRT38T71L132F,,6407,Corso Pascoli 161,,0,0,6407,1938-12-31,F,N,Gallo,Marta,3363539419,,marta.gallo78@example.it,6407
9800390,MRTDVD84P07F962A,,6470,Corso Mazzini 114,,0,0,6470,1984-09-07,M,S,Moretti,Davide,3406491100,,davide.moretti57@example.it,6470
9800391,LMBMTN75C55B877H,,6530,Piazza Dante 89,,0,0,6530,1975-03-15,F,D,Lombardi,Martina,3946509042,,martina.lombardi85@example.it,6530
9800392,FRRMTT89S22B709F,,4933,Piazza Mazzini 146,1,0,0,4933,1689-11-22,M,V,Ferrari,Matteo,3288691257,,matteo.ferrari68@example.it,4933
9800393,RZZMTT70S27L952T,,2757,Viale Manzoni 89,,0,0,2757,1970-11-27,M,D,Rizzo,Matteo,3439262175,,matteo.rizzo33@example.it,2757
9800394,RMNMTN62E42G694B,,2183,Strada Carducci 33,,0,0,2183,1362-05-02,F,D,Romano,Martina,3439477698,,martina.romano72@example.it,2183
9800395,GLLNCL91A03D530G,,2310,Borgo Marconi 40,,0,0,2310,1191-01-03,M,C,Gallo,Nicolo,3559347632,,nicolo.gallo32@example.it,2310
9800396,FRRFRC92H60E354S,,7814,Viale Marconi 65,,1,0,7814,1992-06-20,F,D,Ferrari,Federica,3825041928,,federica.ferrari15@example.it,7814
9800397,GLLPLA29S24B196U,,7878,Via Europa 44,,0,0,7878,1929-11-24,M,N,Gallo,Paolo,3209023205,,paolo.gallo2@example.it,7878
9800398,MRTMTT28L28M401G,,60673,Borgo Mazzini 161,,0,0,60673,1928-07-28,M,C,Moretti,Matteo,3566178083,,matteo.moretti24@example.it,60673
9800399,BNCGLI09B60M402Y,,60674,Corso Cavour 106,1,0,0,60674,2009-02-20,F,S,Bianchi,Giulia,3974585098,,giulia.bianchi8@example.it,60674
9800400,GRCSFN78H25I373X,,60490,Borgo Garibaldi 2,,0,0,60490,1978-06-25,M,S,Greco,Stefano,3686846525,,stefano.greco6@example.it,60490
9800401,GRCNNA77C44I107N,,60491,Corso Marconi 50,,0,0,60491,1977-03-04,F,S,Greco,Anna,3267472763,,anna.greco1@example.it,60491
9800402,GRCNCL51E03M384R,,60519,Via Europa 113,,0,0,60519,1951-05-03,M,C,Greco,Nicolo,3996016192,,nicolo.greco23@example.it,60519
9800403,MRTMRC34E30M421G,,60713,Viale Pascoli 118,,0,0,60713,1934-05-30,M,C,Moretti,Marco,3486515337,,marco.moretti30@example.it,60713
9800404,BRBSRA29L53M422G,,60714,Strada Cavour 12,,0,0,60714,1929-07-13,F,D,Barbieri,Sara,3732182531,,sara.barbieri96@example.it,60714
9800405,MRTGNN65R30M423C,,60715,Borgo Kennedy 107,,0,0,60715,1965-10-30,M,N,Moretti,Giovanni,3992735559,,giovanni.moretti31@example.it,60715
9800406,RMNCHR32M61F861S,,60716,Via Roma 118,1,0,0,60716,1932-08-21,F,D,Romano,Chiara,3522750827,,chiara.romano23@example.it,60716
9800407,LMBGNN49H27M426O,,60719,Via Roma 58,,1,0,60719,1949-06-27,M,D,Lombardi,Giovanni,3802681030,,giovanni.lombardi70@example.it,60719
9800408,BNCSMN12A25M427B,,60720,Borgo Manzoni 170,,0,0,60720,2012-01-25,M,V,Bianchi,Simone,3718992832,,simone.bianchi58@example.it,60720
9800409,FRRLNE52M47M437M,,60884,Via Mazzini 27,,0,0,60884,1952-08-07,F,S,Ferrari,Elena,3378611104,,elena.ferrari29@example.it,60884
9800410,MRNLCU64D21M436E,,60887,Via Manzoni 61,,0,0,60887,1964-04-21,M,C,Marino,Luca,3281208657,,luca.marino3@example.it,60887
9800411,RZZGLI81R41M438P,,60890,Via Dante 163,,0,0,60890,1981-10-01,F,S,Rizzo,Giulia,3946910598,,giulia.rizzo58@example.it,60890
9800412,RZZPLA73A05M439R,,60901,Borgo Garibaldi 30,,0,0,60901,1973-01-05,M,D,Rizzo,Paolo,3317502501,,paolo.rizzo22@example.it,60901
9800413,RMNMTT85D08I242L,,518,Via Marconi 153,1,0,0,518,1985-04-08,M,N,Romano,Matteo,3481594395,,matteo.romano13@example.it,518
9800414,SPSLNE77T49E008Z,,647,Strada Garibaldi 34,,0,0,647,1277-12-09,F,S,Esposito,Elena,3527973926,,elena.esposito72@example.it,647
9800415,FRRNCL06S12E912M,,59977,Borgo Manzoni 151,,0,0,59977,1706-11-12,M,C,Ferrari,Nicolo,3618124074,,nicolo.ferrari15@example.it,59977
9800416,BRNVNT94H69L359E,,59465,Borgo Kennedy 126,,0,0,59465,1994-06-29,F,V,Bruno,Valentina,3781542902,,valentina.bruno97@example.it,59465
9800417,CSTPLA70T20C938Z,,49414,Piazza Europa 177,,0,0,49414,1970-12-20,M,C,Costa,Paolo,3735414244,,paolo.costa87@example.it,49414
9800418,FNTMTT60S02G167J,,49415,Viale Cavour 27,,1,0,49415,1960-11-02,M,V,Fontana,Matteo,3203947835,,matteo.fontana86@example.it,49415
9800419,CNTNNA33D48B912R,,49474,Borgo Pascoli 166,,0,0,49474,1933-04-08,F,N,Conti,Anna,3958734658,,anna.conti37@example.it,49474
9800420,RZZMRC80S11F994J,,49475,Via Kennedy 111,1,0,0,49475,1980-11-11,M,C,Rizzo,Marco,3259277026,,marco.rizzo24@example.it,49475
9800421,MRNSRA76R69A400I,,49542,Viale Marconi 65,,0,0,49542,1976-10-29,F,C,Marino,Sara,3244542344,,sara.marino68@example.it,49542
9800422,BRBMTT02L21H781V,,49608,Borgo Manzoni 157,,0,0,49608,2002-07-21,M,D,Barbieri,Matteo,3357930493,,matteo.barbieri29@example.it,49608
9800423,LMBLCU79D28A444L,,49733,Via Manzoni 171,,0,0,49733,1979-04-28,M,S,Lombardi,Luca,3586114255,,luca.lombardi47@example.it,49733
9800424,MRTCHR88A69G587K,,49734,Via Manzoni 63,,0,0,49734,1988-01-29,F,S,Moretti,Chiara,3985032546,,chiara.moretti62@example.it,49734
9800425,CNTNDR87S24I799G,,49028,Strada Kennedy 116,,0,0,49028,1987-11-24,M,C,Conti,Andrea,3945043503,,andrea.conti6@example.it,49028
9800426,GLLLRA28B51C383Z,,49098,Via Marconi 121,,0,0,49098,1928-02-11,F,C,Gallo,Laura,3986034841,,laura.gallo45@example.it,49098
9800427,RZZGNN83T19H606Z,,49226,Corso Cavour 168,1,0,0,49226,1983-12-19,M,C,Rizzo,Giovanni,3942861814,,giovanni.rizzo11@example.it,49226
9800428,RMNLCU92R17D549W,,49288,Piazza Carducci 89,,0,0,49288,1992-10-17,M,D,Romano,Luca,3709434456,,luca.romano27@example.it,49288
9800429,LMBVNT74S50H253H,,49289,Borgo Carducci 163,,1,0,49289,1974-11-10,F,C,Lombardi,Valentina,3536547567,,valentina.lombardi39@example.it,49289
9800430,FNTLCU63C15L810A,,48838,Borgo Carducci 65,,0,0,48838,1963-03-15,M,N,Fontana,Luca,3319030070,,luca.fontana75@example.it,48838
9800431,BRNSFO61C46M171W,,48905,Strada Roma 53,,0,0,48905,1961-03-06,F,V,Bruno,Sofia,3701584735,,sofia.bruno12@example.it,48905
9800432,LMBGNN25T04C670X,,48260,Strada Cavour 79,,0,0,48260,1925-12-04,M,N,Lombardi,Giovanni,3304793007,,giovanni.lombardi18@example.it,48260
9800433,GRCSFN48L30I908A,,9414,Borgo Manzoni 79,,0,0,9414,1948-07-30,M,D,Greco,Stefano,3916575668,,stefano.greco12@example.it,9414
9800434,FRRFNC84E64F442F,,60297,Borgo Kennedy 18,1,0,0,60297,1984-05-24,F,S,Ferrari,Francesca,3217640718,,francesca.ferrari99@example.it,60297
9800435,RMNGNN04L04F675J,,1096,Strada Europa 60,,0,0,1096,2004-07-04,M,V,Romano,Giovanni,3894460063,,giovanni.romano6@example.it,1096
9800436,RZZLRA48S58I124H,,58503,Via Mazzini 135,,0,0,58503,1948-11-18,F,S,Rizzo,Laura,3746840185,,laura.rizzo33@example.it,58503
9800437,SPSGNN03P25A206E,,51971,Strada Mazzini 75,,0,0,51971,2003-09-25,M,D,Esposito,Giovanni,3867493472,,giovanni.esposito61@example.it,51971
9800438,FRRSMN53D13F514V,,52168,Borgo Garibaldi 142,,0,0,52168,1953-04-13,M,S,Ferrari,Simone,3283328447,,simone.ferrari22@example.it,52168
9800439,GRCNNA28C49I965F,,52358,Borgo Marconi 136,,0,0,52358,1928-03-09,F,V,Greco,Anna,3719368775,,anna.greco31@example.it,52358
9800440,LMBGRL92M13D788L,,51718,Corso Pascoli 119,,1,0,51718,1992-08-13,M,D,Lombardi,Gabriele,3756103690,,gabriele.lombardi30@example.it,51718
9800441,LMBSRA70P65C812D,,55367,Corso Pascoli 67,1,0,0,55367,1970-09-25,F,S,Lombardi,Sara,3265322735,,sara.lombardi81@example.it,55367
9800442,RSSLSN97S12A075S,,55430,Borgo Cavour 116,,0,0,55430,1997-11-12,M,N,Rossi,Alessandro,3382861585,,alessandro.rossi42@example.it,55430
9800443,CSTSFN74E16A374N,,54918,Via Kennedy 130,,0,0,54918,1974-05-16,M,C,Costa,Stefano,3676038048,,stefano.costa68@example.it,54918
9800444,LMBFRC95C50B349O,,54981,Borgo Mazzini 171,,0,0,54981,1995-03-10,F,D,Lombardi,Federica,3888709476,,federica.lombardi52@example.it,54981
9800445,LMBNCL01D19L040F,,54408,Strada Europa 146,,0,0,54408,2001-04-19,M,D,Lombardi,Nicolo,3801246681,,nicolo.lombardi50@example.it,54408
9800446,RZZSRA60P64H938Y,,52999,Corso Marconi 128,,0,0,52999,1960-09-24,F,S,Rizzo,Sara,3802039142,,sara.rizzo68@example.it,52999
9800447,SPSDVD16C17C872J,,53060,Piazza Europa 129,,0,0,53060,2016-03-17,M,S,Esposito,Davide,3778499793,,davide.esposito44@example.it,53060
9800448,SPSNCL17L10H893O,,52488,Strada Mazzini 43,1,0,0,52488,2017-07-10,M,D,Esposito,Nicolo,3256539808,,nicolo.esposito5@example.it,52488
9800449,GRCSFO58T71I527D,,52548,Corso Verdi 76,,0,0,52548,1958-12-31,F,N,Greco,Sofia,3705362637,,sofia.greco77@example.it,52548
9800450,GLLMRC81S25E113W,,54150,Piazza Roma 141,,0,0,54150,1981-11-25,M,C,Gallo,Marco,3976150493,,marco.gallo80@example.it,54150
9800451,FRRFNC62C51D748P,,50185,Corso Kennedy 36,,1,0,50185,1962-03-11,F,D,Ferrari,Francesca,3845777711,,francesca.ferrari4@example.it,50185
9800452,BNCGRL70P08I109V,,50311,Viale Dante 10,,0,0,50311,1970-09-08,M,N,Bianchi,Gabriele,3605756842,,gabriele.bianchi30@example.it,50311
9800453,FNTSMN71L01L937V,,50312,Piazza Mazzini 27,,0,0,50312,1971-07-01,M,V,Fontana,Simone,3868461493,,simone.fontana64@example.it,50312
9800454,BRNSRA69S65B578Y,,50313,Viale Cavour 40,,0,0,50313,1969-11-25,F,C,Bruno,Sara,3658179348,,sara.bruno44@example.it,50313
9800455,CNTPLA67C27I435K,,50374,Via Kennedy 22,1,0,0,50374,1967-03-27,M,S,Conti,Paolo,3989413435,,paolo.conti24@example.it,50374
9800456,FNTGLI62C71E980I,,50500,Viale Roma 19,,0,0,50500,1962-03-31,F,D,Fontana,Giulia,3413890412,,giulia.fontana14@example.it,50500
9800457,MRTSMN83A28H996S,,50565,Corso Cavour 30,,0,0,50565,1983-01-28,M,S,Moretti,Simone,3527783955,,simone.moretti6@example.it,50565
9800458,FRRMTT97D11C215G,,50631,Borgo Dante 22,,0,0,50631,1997-04-11,M,S,Ferrari,Matteo,3235157099,,matteo.ferrari11@example.it,50631
9800459,CSTSRA78P53D882A,,49994,Corso Marconi 90,,0,0,49994,1978-09-13,F,C,Costa,Sara,3505100977,,sara.costa94@example.it,49994
9800460,LMBGRL31E14B493Q,,57224,Piazza Cavour 44,,0,0,57224,1931-05-14,M,S,Lombardi,Gabriele,3414819594,,gabriele.lombardi9@example.it,57224
9800461,CSTFRC67T48H048S,,57350,Viale Cavour 8,,0,0,57350,1967-12-08,F,D,Costa,Federica,3602771976,,federica.costa27@example.it,57350
9800462,LMBGRL60H08D118A,,57418,Borgo Dante 136,1,1,0,57418,1960-06-08,M,N,Lombardi,Gabriele,3731150481,,gabriele.lombardi73@example.it,57418
9800463,RZZSFN66A14H022E,,57419,Viale Manzoni 123,,0,0,57419,1366-01-14,M,S,Rizzo,Stefano,3592037935,,stefano.rizzo59@example.it,57419
9800464,LMBFRC88E44E692U,,49350,Piazza Garibaldi 29,,0,0,49350,1988-05-04,F,S,Lombardi,Federica,3405964247,,federica.lombardi10@example.it,49350
9800465,RZZNDR48A21L267E,,49351,Corso Garibaldi 67,,0,0,49351,1448-01-21,M,N,Rizzo,Andrea,3232015693,,andrea.rizzo44@example.it,49351
9800466,RMNSFO89S60L199B,,49352,Via Pascoli 126,,0,0,49352,1989-11-20,F,C,Romano,Sofia,3884936326,,sofia.romano20@example.it,49352
9800467,BRNLSN55T26F092Y,,48648,Via Manzoni 45,,0,0,48648,1955-12-26,M,V,Bruno,Alessandro,3596545384,,alessandro.bruno76@example.it,48648
9800468,GLLDVD81T10B589J,,48708,Corso Verdi 67,,0,0,48708,1981-12-10,M,S,Gallo,Davide,3807011459,,davide.gallo35@example.it,48708
9800469,RZZLNE55A62L551C,,44933,Piazza Cavour 57,1,0,0,44933,1955-01-22,F,N,Rizzo,Elena,3553638322,,elena.rizzo20@example.it,44933
9800470,BRNLSN60E22B128U,,12036,Piazza Cavour 117,,0,0,12036,1960-05-22,M,N,Bruno,Alessandro,3951613436,,alessandro.bruno48@example.it,12036
9800471,RSSFRC59C52F963J,,8326,Viale Marconi 64,,0,0,8326,1959-03-12,F,D,Rossi,Federica,3709005145,,federica.rossi16@example.it,8326
9800472,CNTLCU89P13D161W,,8455,Piazza Pascoli 92,,0,0,8455,1989-09-13,M,N,Conti,Luca,3668027726,,luca.conti28@example.it,8455
9800473,MRNSFN56B21H556A,,8518,Corso Mazzini 124,,1,0,8518,1956-02-21,M,V,Marino,Stefano,3338740255,,stefano.marino36@example.it,8518
9800474,GRCGLI87M62H117F,,8644,Piazza Verdi 139,,0,0,8644,1987-08-22,F,V,Greco,Giulia,3587243556,,giulia.greco79@example.it,8644
9800475,RSSGNN39D29I595R,,6084,Strada Europa 83,,0,0,6084,1939-04-29,M,N,Rossi,Giovanni,3854196686,,giovanni.rossi32@example.it,6084
9800476,CSTCHR88T68B642B,,6153,Corso Marconi 133,1,0,0,6153,1988-12-28,F,D,Costa,Chiara,3529982943,,chiara.costa3@example.it,6153
9800477,CNTDVD41H28B345B,,5444,Via Cavour 179,,0,0,5444,1941-06-28,M,V,Conti,Davide,3886374617,,davide.conti24@example.it,5444
9800478,MRTPLA79T25L624I,,10886,Viale Europa 4,,0,0,10886,1979-12-25,M,C,Moretti,Paolo,3477695035,,paolo.moretti77@example.it,10886
9800479,BRNFRC92D68D407J,,10055,Via Marconi 81,,0,0,10055,1992-04-28,F,V,Bruno,Federica,3533804104,,federica.bruno91@example.it,10055
9800480,SPSSFN20S02H379T,,10056,Borgo Manzoni 27,,0,0,10056,2020-11-02,M,V,Esposito,Stefano,3446544433,,stefano.esposito38@example.it,10056
9800481,CSTFRC07L60C672Z,,10115,Piazza Roma 146,,0,0,10115,2007-07-20,F,V,Costa,Federica,3407485414,,federica.costa14@example.it,10115
9800482,BRNGRL36L27F964F,,10311,Via Mazzini 110,,0,0,10311,1436-07-27,M,S,Bruno,Gabriele,3719953564,,gabriele.bruno83@example.it,10311
9800483,FNTPLA63B19I430D,,9604,Piazza Carducci 29,1,0,0,9604,1963-02-19,M,V,Fontana,Paolo,3497305315,,paolo.fontana46@example.it,9604
9800484,SPSMTN03S66I867P,,9796,Borgo Roma 72,,1,0,9796,2003-11-26,F,S,Esposito,Martina,3263535806,,martina.esposito49@example.it,9796
9800485,BRNSMN54M08F725A,,13062,Strada Marconi 9,,0,0,13062,1954-08-08,M,D,Bruno,Simone,3358646094,,simone.bruno30@example.it,13062
9800486,GLLVNT01L66E682N,,8137,Borgo Cavour 7,,0,0,8137,2001-07-26,F,S,Gallo,Valentina,3257677438,,valentina.gallo94@example.it,8137
9800487,FRRLCU97A22B485Q,,8200,Viale Carducci 38,,0,0,8200,1997-01-22,M,D,Ferrari,Luca,3444650492,,luca.ferrari14@example.it,8200
9800488,FNTNCL56E25I417X,,7432,Corso Marconi 40,,0,0,7432,1956-05-25,M,C,Fontana,Nicolo,3936845837,,nicolo.fontana98@example.it,7432
9800489,GLLMRT48P58E936L,,7557,Corso Marconi 159,,0,0,7557,1948-09-18,F,D,Gallo,Marta,3315033866,,marta.gallo53@example.it,7557
9800490,BRNGRL98T15G855H,,7558,Borgo Roma 158,1,0,0,7558,1998-12-15,M,V,Bruno,Gabriele,3208115801,,gabriele.bruno10@example.it,7558
9800491,BRNCHR59E54H768Q,,7621,Viale Dante 106,,0,0,7621,1959-05-14,F,C,Bruno,Chiara,3825519833,,chiara.bruno88@example.it,7621
9800492,RZZLSN57M08C207P,,7688,Corso Verdi 59,,0,0,7688,1957-08-08,M,C,Rizzo,Alessandro,3646875470,,alessandro.rizzo3@example.it,7688
9800493,RZZSFN48A08E709X,,5386,Via Pascoli 114,,0,0,5386,1948-01-08,M,N,Rizzo,Stefano,3275637769,,stefano.rizzo18@example.it,5386
9800494,MRNMTN65D61D889Q,,4617,Viale Mazzini 21,,0,0,4617,1965-04-21,F,S,Marino,Martina,3666868056,,martina.marino98@example.it,4617
9800495,CNTNCL06E05I775K,,4810,Piazza Mazzini 82,,1,0,4810,2006-05-05,M,S,Conti,Nicolo,3823877729,,nicolo.conti64@example.it,4810
9800496,BNCNNA71B46F461S,,4877,Viale Marconi 49,,0,0,4877,1971-02-06,F,C,Bianchi,Anna,3853820286,,anna.bianchi70@example.it,4877
9800497,RZZGRL82R23D020Z,,35206,Corso Mazzini 52,1,0,0,35206,1982-10-23,M,C,Rizzo,Gabriele,3739670322,,gabriele.rizzo88@example.it,35206
9800498,FRRMTT61C30H823Y,,34565,Via Pascoli 175,,0,0,34565,1961-03-30,M,S,Ferrari,Matteo,3282600426,,matteo.ferrari88@example.it,34565
9800499,BNCMTN60B60D855L,,34695,Strada Dante 55,,0,0,34695,1960-02-20,F,C,Bianchi,Martina,3395036464,,martina.bianchi98@example.it,34695
