ID_INDIRIZZO,ID_OPERAZIONE,ID_SOGGETTO,DATA_INIZIO_VALIDITA,DATA_FINE_VALIDITA,CAP,ID_NAZIONE,COGNOMEPRESSO,NOMEPRESSO,ID_TIPO_INDIRIZZO,SEDIME,NOMEVIA,RADICE,ESTENSIONECIVICO,LOCALITA,FRAZIONE,ID_LUOGO,ID_FONTE_PROVENIENZA,ID_FONTE_RIFERIMENTO,ID_STATO_INDIRIZZO,DATA_CANCELLAZIONE
200377,910000000000377,100377,2019-03-22,,36040,100,Costa,Matteo,2,Strada,Europa,6291,A,SANDRIGO,,8841,3,2,1,
200378,910000000000378,100378,2018-10-25,,36281,100,Bruno,Giovanni,3,Piazza,Dante,3496,B,CASTELGOMBERTO,,8965,1,3,1,
200379,910000000000379,100379,2021-08-07,,36041,100,Gallo,Laura,4,Corso,Garibaldi,42,A,MONTE DI MALO,,9225,2,4,1,
200380,910000000000380,100380,2018-03-10,,36617,100,Moretti,Simone,1,Borgo,Pascoli,5418,B,COGOLLO DEL CENGIO,,9286,3,1,1,
200381,910000000000381,100381,2023-01-06,,37510,100,Costa,Elena,2,Viale,Marconi,1858,,TREVENZUOLO,,5579,1,2,1,
200382,910000000000382,100382,2023-12-20,,35815,100,Gallo,Alessandro,3,Strada,Garibaldi,3888,B,CAMPO SAN MARTINO,,5764,2,3,1,
200383,910000000000383,100383,2023-05-11,,37895,100,Moretti,Andrea,4,Viale,Mazzini,3390,INT,NOGARA,,5192,3,4,1,
200384,910000000000384,100384,2024-07-16,,37262,100,Moretti,Valentina,1,Borgo,Verdi,2483,B,MALCESINE,,13001,1,1,1,
200385,910000000000385,100385,2022-09-25,,31384,100,Esposito,Giovanni,2,Borgo,Manzoni,1503,INT,SUSEGANA,,4878,2,2,1,
200386,910000000000386,100386,2019-03-05,,36355,100,Costa,Laura,3,Strada,Carducci,1591,,CARTIGLIANO,,60037,3,3,1,
200387,910000000000387,100387,2024-10-27,,36062,100,Fontana,Giovanni,4,Viale,Roma,9523,,RECOARO TERME,,59591,1,4,1,
200388,910000000000388,100388,2024-01-31,,30650,100,Romano,Andrea,1,Strada,Verdi,9689,A,TEGLIO VENETO,,6406,2,1,1,
200389,910000000000389,100389,2024-03-31,,35565,100,Gallo,Marta,2,Viale,Verdi,4598,A,TERRASSA PADOVANA,,6407,3,2,1,
200390,910000000000390,100390,2021-12-04,,35670,100,Moretti,Davide,3,Viale,Roma,8831,INT,NOVENTA PADOVANA,,6470,1,3,1,
200391,910000000000391,100391,2020-08-13,,35780,100,Lombardi,Martina,4,Piazza,Europa,2232,,CASALE DI SCODOSIA,,6530,2,4,1,
200392,910000000000392,100392,2022-05-23,,37156,100,Ferrari,Matteo,1,Strada,Europa,5908,INT,CAPRINO VERONESE,,4933,3,1,1,
200393,910000000000393,100393,2020-06-03,,36739,100,Rizzo,Matteo,2,Via,Kennedy,6444,INT,VILLAGA,,2757,1,2,1,
200394,910000000000394,100394,2017-09-20,,36809,100,Romano,Martina,3,Piazza,Carducci,6496,INT,PIOVENE ROCCHETTE,,2183,2,3,1,
200395,910000000000395,100395,2018-09-02,,32084,100,Gallo,Nicolo,4,Via,Marconi,8528,B,FELTRE,,2310,3,4,1,
200396,910000000000396,100396,2024-12-04,,36415,100,Ferrari,Federica,1,Strada,Kennedy,2982,,ISOLA VICENTINA,,7814,1,1,1,
200397,910000000000397,100397,2019-01-31,,36164,100,Gallo,Paolo,2,Viale,Kennedy,883,,BROGLIANO,,7878,2,2,1,
200398,910000000000398,100398,2018-09-04,,36822,100,Moretti,Matteo,3,Corso,Manzoni,6743,INT,BARBARANO MOSSANO,,60673,3,3,1,
200399,910000000000399,100399,2019-12-14,,35322,100,Bianchi,Giulia,4,Via,Europa,4807,,BORGO VENETO,,60674,1,4,1,
200400,910000000000400,100400,2020-04-25,,30475,100,Greco,Stefano,1,Corso,Marconi,6803,A,SAN STINO DI LIVENZA,,60490,2,1,1,
200401,910000000000401,100401,2022-08-08,,35205,100,Greco,Anna,2,Strada,Cavour,5247,B,SAN PIETRO IN GU,,60491,3,2,1,
200402,910000000000402,100402,2023-12-10,,36352,100,Greco,Nicolo,3,Via,Carducci,1031,B,VAL LIONA,,60519,1,3,1,
200403,910000000000403,100403,2022-05-26,,32466,100,Moretti,Marco,4,Corso,Roma,3618,B,BORGO VALBELLUNA,,60713,2,4,1,
200404,910000000000404,100404,2022-01-10,,31951,100,Barbieri,Sara,1,Corso,Verdi,6974,A,PIEVE DEL GRAPPA,,60714,3,1,1,
200405,910000000000405,100405,2021-04-22,,36360,100,Moretti,Giovanni,2,Via,Kennedy,8685,A,VALBRENTA,,60715,1,2,1,
200406,910000000000406,100406,2023-07-06,,37636,100,Romano,Chiara,3,Viale,Dante,1569,INT,NEGRAR DI VALPOLICELLA,,60716,2,3,1,
200407,910000000000407,100407,2021-07-03,,36743,100,Lombardi,Giovanni,4,Viale,Mazzini,6762,,COLCERESA,,60719,3,4,1,
200408,910000000000408,100408,2017-02-26,,36539,100,Bianchi,Simone,1,Borgo,Carducci,1191,B,LUSIANA CONCO,,60720,1,1,1,
200409,910000000000409,100409,2018-05-06,,32790,100,Ferrari,Elena,2,Corso,Marconi,6495,,SETTEVILLE,,60884,2,2,1,
200410,910000000000410,100410,2019-07-12,,36671,100,Marino,Luca,3,Borgo,Europa,8343,,SOVIZZO,,60887,3,3,1,
200411,910000000000411,100411,2022-09-26,,35878,100,Rizzo,Giulia,4,Strada,Cavour,7884,,SANTA CATERINA D'ESTE,,60890,1,4,1,
200412,910000000000412,100412,2021-10-16,,36258,100,Rizzo,Paolo,1,Strada,Kennedy,6572,INT,CASTEGNERO NANTO,,60901,2,1,1,
200413,910000000000413,100413,2021-10-08,,30666,100,Romano,Matteo,2,Strada,Dante,4490,,SANTA MARIA DI SALA,,518,3,2,1,
200414,910000000000414,100414,2020-09-24,,45938,100,Esposito,Elena,3,Strada,Mazzini,1717,,GIACCIANO CON BARUCHELLA,,647,1,3,1,
200415,910000000000415,100415,2024-07-06,,36144,100,Ferrari,Nicolo,4,Viale,Cavour,2222,A,MARANO VICENTINO,,59977,2,4,1,
200416,910000000000416,100416,2022-12-22,,45792,100,Bruno,Valentina,1,Piazza,Roma,1421,A,TRECENTA,,59465,3,1,1,
200417,910000000000417,100417,2024-02-25,,30558,100,Costa,Paolo,2,Piazza,Cavour,5117,B,CONA,,49414,1,2,1,
200418,910000000000418,100418,2020-12-04,,35542,100,Fontana,Matteo,3,Viale,Mazzini,5393,A,OSPEDALETTO EUGANEO,,49415,2,3,1,
200419,910000000000419,100419,2019-09-23,,35980,100,Conti,Anna,4,Borgo,Verdi,9882,INT,CASALSERUGO,,49474,3,4,1,
200420,910000000000420,100420,2022-09-07,,45969,100,Rizzo,Marco,1,Piazza,Kennedy,2059,INT,OCCHIOBELLO,,49475,1,1,1,
200421,910000000000421,100421,2018-04-01,,45906,100,Marino,Sara,2,Piazza,Pascoli,9780,,ARIANO NEL POLESINE,,49542,2,2,1,
200422,910000000000422,100422,2024-04-20,,31496,100,Barbieri,Matteo,3,Piazza,Marconi,6759,INT,SAN BIAGIO DI CALLALTA,,49608,3,3,1,
200423,910000000000423,100423,2023-11-18,,36820,100,Lombardi,Luca,4,Piazza,Europa,9308,A,ARSIERO,,49733,1,4,1,
200424,910000000000424,100424,2024-10-15,,35782,100,Moretti,Chiara,1,Strada,Pascoli,5898,INT,PIAZZOLA SUL BRENTA,,49734,2,1,1,
200425,910000000000425,100425,2022-07-24,,35815,100,Conti,Andrea,2,Viale,Europa,8037,B,SOLESINO,,49028,3,2,1,
200426,910000000000426,100426,2018-06-26,,30735,100,Gallo,Laura,3,Viale,Garibaldi,3434,A,CAVARZERE,,49098,1,3,1,
200427,910000000000427,100427,2017-02-20,,37542,100,Rizzo,Giovanni,4,Viale,Garibaldi,5412,B,ROVERCHIARA,,49226,2,4,1,
200428,910000000000428,100428,2020-09-04,,37119,100,Romano,Luca,1,Viale,Garibaldi,9758,,FERRARA DI MONTE BALDO,,49288,3,1,1,
200429,910000000000429,100429,2020-01-02,,31172,100,Lombardi,Valentina,2,Piazza,Roma,4378,INT,REVINE LAGO,,49289,1,2,1,
200430,910000000000430,100430,2020-05-21,,37600,100,Fontana,Luca,3,Piazza,Kennedy,7659,INT,VESTENANOVA,,48838,2,3,1,
200431,910000000000431,100431,2018-07-24,,31656,100,Bruno,Sofia,4,Piazza,Mazzini,1769,B,ZERO BRANCO,,48905,3,4,1,
200432,910000000000432,100432,2023-09-10,,31006,100,Lombardi,Giovanni,1,Piazza,Roma,7014,,CROCETTA DEL MONTELLO,,48260,1,1,1,
200433,910000000000433,100433,2022-11-04,,30183,100,Greco,Stefano,2,Corso,Dante,1865,A,SPINEA,,9414,2,2,1,
200434,910000000000434,100434,2018-12-10,,36518,100,Ferrari,Francesca,3,Piazza,Mazzini,7594,INT,MONTEBELLO VICENTINO,,60297,3,3,1,
200435,910000000000435,100435,2020-12-07,,36742,100,Romano,Giovanni,4,Strada,Kennedy,1023,INT,MONTICELLO CONTE OTTO,,1096,1,4,1,
200436,910000000000436,100436,2022-08-31,,31177,100,Rizzo,Laura,1,Borgo,Pascoli,805,B,SAN POLO DI PIAVE,,58503,2,1,1,
200437,910000000000437,100437,2021-09-10,,32812,100,Esposito,Giovanni,2,Piazza,Pascoli,6720,INT,ALLEGHE,,51971,3,2,1,
200438,910000000000438,100438,2019-06-09,,36719,100,Ferrari,Simone,3,Piazza,Verdi,4001,A,MONTEGALDA,,52168,1,3,1,
200439,910000000000439,100439,2022-09-11,,30936,100,Greco,Anna,4,Corso,Pascoli,2070,B,STRA,,52358,2,4,1,
200440,910000000000440,100440,2018-03-17,,45209,100,Lombardi,Gabriele,1,Strada,Dante,7414,A,FRATTA POLESINE,,51718,3,1,1,
200441,910000000000441,100441,2018-08-18,,35574,100,Lombardi,Sara,2,Borgo,Kennedy,7102,A,CODEVIGO,,55367,1,2,1,
200442,910000000000442,100442,2022-02-19,,35077,100,Rossi,Alessandro,3,Viale,Manzoni,7343,B,AGNA,,55430,2,3,1,
200443,910000000000443,100443,2017-03-27,,37293,100,Costa,Stefano,4,Viale,Mazzini,4469,B,ARCOLE,,54918,3,4,1,
200444,910000000000444,100444,2018-10-02,,31157,100,Lombardi,Federica,1,Corso,Cavour,3525,,CAERANO DI SAN MARCO,,54981,1,1,1,
200445,910000000000445,100445,2018-11-14,,32999,100,Lombardi,Nicolo,2,Corso,Carducci,3100,B,TAMBRE,,54408,2,2,1,
200446,910000000000446,100446,2019-03-08,,32469,100,Rizzo,Sara,3,Via,Roma,3993,B,SAN GREGORIO NELLE ALPI,,52999,3,3,1,
200447,910000000000447,100447,2022-06-22,,32506,100,Esposito,Davide,4,Corso,Roma,9641,B,COLLE SANTA LUCIA,,53060,1,4,1,
200448,910000000000448,100448,2018-03-27,,35978,100,Esposito,Nicolo,1,Borgo,Garibaldi,6204,B,SAN GIORGIO DELLE PERTICHE,,52488,2,1,1,
200449,910000000000449,100449,2019-03-30,,36177,100,Greco,Sofia,2,Borgo,Cavour,3535,B,SCHIAVON,,52548,3,2,1,
200450,910000000000450,100450,2017-08-29,,32001,100,Gallo,Marco,3,Corso,Garibaldi,9903,INT,GOSALDO,,54150,1,3,1,
200451,910000000000451,100451,2018-02-13,,30656,100,Ferrari,Francesca,4,Piazza,Europa,1529,B,FOSSO',,50185,2,4,1,
200452,910000000000452,100452,2024-03-23,,37172,100,Bianchi,Gabriele,1,Piazza,Garibaldi,5778,A,SAN PIETRO IN CARIANO,,50311,3,1,1,
200453,910000000000453,100453,2022-08-18,,35477,100,Fontana,Simone,2,Piazza,Verdi,4803,A,VILLA ESTENSE,,50312,1,2,1,
200454,910000000000454,100454,2019-10-13,,45673,100,Bruno,Sara,3,Via,Cavour,8864,B,CANARO,,50313,2,3,1,
200455,910000000000455,100455,2022-07-19,,31530,100,Conti,Paolo,4,Piazza,Manzoni,9839,B,SARMEDE,,50374,3,4,1,
200456,910000000000456,100456,2024-10-06,,30332,100,Fontana,Giulia,1,Strada,Roma,7809,,MARTELLAGO,,50500,1,1,1,
200457,910000000000457,100457,2017-01-01,,45460,100,Moretti,Simone,2,Borgo,Carducci,7061,B,SAN MARTINO DI VENEZZE,,50565,2,2,1,
200458,910000000000458,100458,2022-04-22,,45308,100,Ferrari,Matteo,3,Corso,Carducci,3178,A,CASTELNOVO BARIANO,,50631,3,3,1,
200459,910000000000459,100459,2022-11-12,,36161,100,Costa,Sara,4,Viale,Mazzini,8376,,GALLIO,,49994,1,4,1,
200460,910000000000460,100460,2018-03-31,,30121,100,Lombardi,Gabriele,1,Via,Cavour,3385,B,CAMPAGNA LUPIA,,57224,2,1,1,
200461,910000000000461,100461,2018-03-30,,37762,100,Costa,Federica,2,Viale,Kennedy,564,B,PRESSANA,,57350,3,2,1,
200462,910000000000462,100462,2022-07-11,,37615,100,Lombardi,Gabriele,3,Borgo,Carducci,7254,B,COSTERMANO SUL GARDA,,57418,1,3,1,
200463,910000000000463,100463,2019-02-14,,31535,100,Rizzo,Stefano,4,Corso,Cavour,2016,,PREGANZIOL,,57419,2,4,1,
200464,910000000000464,100464,2022-02-27,,31569,100,Lombardi,Federica,1,Corso,Europa,7880,A,LORIA,,49350,3,1,1,
200465,910000000000465,100465,2023-07-14,,30396,100,Rizzo,Andrea,2,Borgo,Cavour,1884,INT,TORRE DI MOSTO,,49351,1,2,1,
200466,910000000000466,100466,2019-09-22,,35508,100,Romano,Sofia,3,Borgo,Carducci,381,A,TOMBOLO,,49352,2,3,1,
200467,910000000000467,100467,2019-11-24,,35578,100,Bruno,Alessandro,4,Strada,Verdi,7030,,MEGLIADINO SAN VITALE,,48648,3,4,1,
200468,910000000000468,100468,2018-04-28,,35688,100,Gallo,Davide,1,Borgo,Cavour,2884,B,CANDIANA,,48708,1,1,1,
200469,910000000000469,100469,2019-03-06,,36808,100,Rizzo,Elena,2,Corso,Cavour,3151,A,VALDAGNO,,44933,2,2,1,
200470,910000000000470,100470,2019-05-12,,31911,100,Bruno,Alessandro,3,Via,Mazzini,6696,,BREDA DI PIAVE,,12036,3,3,1,
200471,910000000000471,100471,2018-10-01,,30159,100,Rossi,Federica,4,Piazza,Manzoni,5877,,NOVENTA DI PIAVE,,8326,1,4,1,
200472,910000000000472,100472,2019-04-18,,45386,100,Conti,Luca,1,Corso,Garibaldi,9766,B,CRESPINO,,8455,2,1,1,
200473,910000000000473,100473,2024-10-05,,36387,100,Marino,Stefano,2,Via,Garibaldi,3293,A,ROSA',,8518,3,2,1,
200474,910000000000474,100474,2018-07-17,,30189,100,Greco,Giulia,3,Viale,Garibaldi,6529,A,QUARTO D'ALTINO,,8644,1,3,1,
200475,910000000000475,100475,2024-08-09,,35116,100,Rossi,Giovanni,4,Corso,Marconi,3753,B,SELVAZZANO DENTRO,,6084,2,4,1,
200476,910000000000476,100476,2024-08-10,,30979,100,Costa,Chiara,1,Viale,Cavour,6052,INT,CAORLE,,6153,3,1,1,
200477,910000000000477,100477,2021-10-19,,35244,100,Conti,Davide,2,Corso,Marconi,3338,,CADONEGHE,,5444,1,2,1,
200478,910000000000478,100478,2019-04-03,,36245,100,Moretti,Paolo,3,Strada,Europa,9150,A,VALLI DEL PASUBIO,,10886,2,3,1,
200479,910000000000479,100479,2020-10-19,,36990,100,Bruno,Federica,4,Corso,Dante,3950,B,ENEGO,,10055,3,4,1,
200480,910000000000480,100480,2019-05-21,,32053,100,Esposito,Stefano,1,Viale,Mazzini,1078,,ROCCA PIETORE,,10056,1,1,1,
200481,910000000000481,100481,2019-09-08,,32748,100,Costa,Federica,2,Borgo,Marconi,2363,B,CIBIANA DI CADORE,,10115,2,2,1,
200482,910000000000482,100482,2024-09-08,,36891,100,Bruno,Gabriele,3,Corso,Garibaldi,5911,A,NOVENTA VICENTINA,,10311,3,3,1,
200483,910000000000483,100483,2019-09-17,,36310,100,Fontana,Paolo,4,Corso,Verdi,7320,A,SAREGO,,9604,1,4,1,
200484,910000000000484,100484,2020-03-12,,36734,100,Esposito,Martina,1,Borgo,Manzoni,9066,B,SOSSANO,,9796,2,1,1,
200485,910000000000485,100485,2019-08-31,,31789,100,Bruno,Simone,2,Strada,Marconi,4465,B,MORGANO,,13062,3,2,1,
200486,910000000000486,100486,2022-03-11,,36583,100,Gallo,Valentina,3,Via,Mazzini,2238,A,LONIGO,,8137,1,3,1,
200487,910000000000487,100487,2019-11-28,,36122,100,Ferrari,Luca,4,Via,Pascoli,8109,A,CAMISANO VICENTINO,,8200,2,4,1,
200488,910000000000488,100488,2022-12-08,,31808,100,Fontana,Nicolo,1,Borgo,Cavour,4021,INT,SAN ZENONE DEGLI EZZELINI,,7432,3,1,1,
200489,910000000000489,100489,2020-02-28,,30912,100,Gallo,Marta,2,Corso,Roma,7013,,MARCON,,7557,1,2,1,
200490,910000000000490,100490,2019-04-16,,35226,100,Bruno,Gabriele,3,Corso,Roma,6093,,PONTE SAN NICOLO',,7558,2,3,1,
200491,910000000000491,100491,2021-01-23,,45106,100,Bruno,Chiara,4,Strada,Dante,6584,A,SAN BELLINO,,7621,3,4,1,
200492,910000000000492,100492,2019-01-05,,45294,100,Rizzo,Alessandro,1,Viale,Garibaldi,3800,A,CASTELMASSA,,7688,1,1,1,
200493,910000000000493,100493,2020-01-23,,35224,100,Rizzo,Stefano,2,Strada,Dante,7617,B,LOZZO ATESTINO,,5386,2,2,1,
200494,910000000000494,100494,2020-03-13,,35324,100,Marino,Martina,3,Corso,Kennedy,6836,B,GALZIGNANO TERME,,4617,3,3,1,
200495,910000000000495,100495,2019-05-28,,37344,100,Conti,Nicolo,4,Corso,Verdi,8561,A,SOAVE,,4810,1,4,1,
200496,910000000000496,100496,2023-07-21,,37613,100,Bianchi,Anna,1,Piazza,Roma,8055,INT,MONTECCHIA DI CROSARA,,4877,2,1,1,
200497,910000000000497,100497,2024-09-03,,36505,100,Rizzo,Gabriele,2,Borgo,Kennedy,809,INT,CORNEDO VICENTINO,,35206,3,2,1,
200498,910000000000498,100498,2020-12-20,,30993,100,Ferrari,Matteo,3,Corso,Marconi,5295,A,SAN DONA' DI PIAVE,,34565,1,3,1,
200499,910000000000499,100499,2021-02-11,,45322,100,Bianchi,Martina,4,Viale,Roma,8642,A,GAIBA,,34695,2,4,1,
